"customerId";"surname";"geography";"gender";"HasCrCard";"isActiveMember";"estimatedSalary";"application_date";"exit_date";"birth_date"
14915134;"SWAINE";"France";"Male";"0";"1";78111.87;"2013-05-11";"2014-09-01";"1970-02-21"
14915281;"FALWELL";"France";"Female";"1";"1";80966.61;"2019-09-03";"";"1980-05-31"
14919368;"";"";"";"";"";0.0;"2012-01-13";"2013-08-01";""
14919485;"BARDEN";"France";"Female";"0";"0";86343.85;"2014-11-15";"2018-10-10";"1962-07-03"
14920098;"RIDEN";"Germany";"Male";"0";"1";76988.06;"2013-08-05";"2016-11-22";"1979-03-14"
14920153;"SHADLEY";"Italy";"Male";"1";"0";62625.54;"2018-04-07";"";"1983-10-02"
14920852;"BOZARD";"Spain";"Male";"0";"1";194865.04;"2014-03-24";"2016-02-03";"1965-09-02"
14921129;"BALSIS";"Spain";"Female";"0";"1";158104.46;"2019-09-27";"";"1975-06-10"
14923098;"POTTINGER";"France";"Female";"0";"1";174265.12;"2018-12-17";"2019-06-05";"1975-03-10"
14923525;"FROESE";"Spain";"Male";"1";"1";20134.14;"2014-02-15";"2016-11-30";"1979-01-21"
14925881;"PHURROUGH";"Germany";"Female";"1";"0";94024.08;"2012-08-16";"2012-11-19";"1979-01-11"
14927962;"MCEUEN";"Spain";"Male";"1";"1";157583.5;"2012-10-23";"2014-12-23";"1989-09-03"
14928023;"MARKEL";"Spain";"Female";"0";"0";136052.05;"2018-05-16";"";"1989-12-27"
14928402;"DAEHN";"France";"Male";"0";"0";131427.86;"2013-08-20";"2014-08-29";"1962-09-22"
14928576;"GEARY";"Spain";"Male";"1";"0";69969.21;"2018-07-11";"";"1992-08-01"
14930917;"LUDDY";"Germany";"Male";"1";"1";135470.99;"2019-09-29";"";"1977-12-15"
14932319;"TURELL";"Spain";"Female";"1";"1";164676.27;"2018-06-11";"";"1974-12-16"
14934257;"LAGLIE";"France";"Female";"1";"0";89984.57;"2013-10-05";"2016-10-10";"1989-11-05"
14935681;"LOSKILL";"France";"Male";"0";"0";0.0;"2014-10-27";"2017-08-22";"1974-07-22"
14935722;"BESSARD";"France";"Male";"1";"0";108855.22;"2014-12-13";"2016-10-08";"1979-06-05"
14938162;"JUBINVILLE";"Italy";"Male";"0";"1";104003.34;"2018-12-09";"";"1997-11-08"
14941865;"TILL";"Italy";"Female";"1";"1";162617.04;"2018-06-06";"";"1970-05-09"
14944149;"FRUEHLING";"Italy";"Female";"0";"1";70664.11;"2014-01-28";"2014-08-28";"1977-11-19"
14944847;"LANDENBERGER";"Italy";"Male";"0";"1";194172.86;"2013-10-26";"2014-09-01";"1975-08-04"
14944995;"JOHNS";"Germany";"Female";"1";"1";132136.32;"2012-06-03";"2012-11-15";"1955-03-02"
14946243;"BERCHIELLI";"Germany";"Male";"0";"0";79824.06;"2013-04-19";"2015-11-11";"1965-10-26"
14948565;"KESTLE";"Spain";"Female";"0";"1";116556.58;"2018-07-14";"2019-09-12";"1982-06-16"
14950294;"SIGWART";"Spain";"Female";"0";"0";146691.1;"2012-03-29";"2015-12-10";"1984-11-11"
14951676;"WINKFIELD";"France";"Male";"0";"1";62560.53;"2012-07-21";"2015-03-14";"1982-04-08"
14951966;"DENOON";"Spain";"Female";"0";"0";76859.86;"2014-09-08";"2018-01-05";"1971-07-01"
14952696;"PETRO";"France";"Male";"1";"0";119518.08;"2018-11-27";"";"1979-10-10"
14952923;"GREGERSEN";"Italy";"Female";"1";"1";51324.99;"2014-06-21";"2015-06-14";"1973-07-15"
14958607;"GRAMC";"France";"Female";"0";"0";73601.88;"2014-09-15";"2018-02-21";"1986-06-27"
14960380;"EMIG";"Italy";"Male";"0";"1";125529.05;"2014-04-28";"2015-01-28";"1991-05-16"
14961173;"TOMPKINS";"Spain";"Female";"1";"1";573.48;"2013-05-05";"2016-12-11";"1979-08-12"
14964765;"GREENROSE";"Italy";"Male";"1";"1";170428.82;"2019-10-14";"";"1951-07-24"
14964845;"MOLLENHAUER";"Spain";"Female";"1";"1";201217.92;"2017-12-03";"2019-04-11";"1960-04-22"
14967523;"INGLES";"Germany";"Female";"1";"1";50412.85;"2014-06-08";"2018-05-31";"1985-04-14"
14968854;"WOLLIN";"Spain";"Male";"1";"0";128687.75;"2019-04-09";"";"1973-12-11"
14969761;"";"";"";"";"";0.0;"2014-09-17";"2017-06-16";""
14972553;"DZWONKOWSKI";"Germany";"Female";"1";"1";158641.11;"2013-12-21";"2014-06-12";"1974-02-20"
14977813;"MENITZ";"Germany";"Male";"0";"0";0.0;"2018-07-04";"";"1970-09-07"
14978599;"BALDASARO";"Spain";"Female";"0";"0";140040.15;"2013-04-04";"2014-06-05";"1966-02-03"
14981681;"TORELLO";"Germany";"Male";"1";"1";121324.32;"2012-07-30";"2016-06-24";"1985-04-12"
14982895;"DARBYSHIRE";"France";"Male";"1";"1";13680.81;"2014-06-06";"2017-01-18";"1980-02-18"
14985184;"AGANS";"Germany";"Female";"1";"0";0.0;"2014-03-31";"2018-03-03";"1995-10-31"
14989716;"GANGWISH";"France";"Male";"1";"0";37186.47;"2018-03-02";"";"1973-04-04"
14990118;"MOLOCK";"Italy";"Male";"1";"0";121219.28;"2019-01-08";"";"1980-08-03"
14992125;"SAGERS";"Spain";"Female";"1";"1";69437.77;"2018-01-14";"2019-05-15";"1965-03-27"
14994315;"PEARL";"France";"Male";"0";"0";66624.79;"2014-12-20";"2017-01-09";"1968-10-30"
14995396;"PARRIERA";"Spain";"Male";"1";"0";15968.82;"2018-06-20";"";"1999-12-14"
14996123;"CALAMARI";"Germany";"Male";"1";"1";119042.26;"2018-03-23";"";"1996-07-26"
14997357;"SPAKE";"Italy";"Male";"1";"0";195406.16;"2012-01-08";"2013-10-20";"1977-05-02"
14998762;"BORIS";"France";"Male";"0";"1";53893.65;"2012-05-03";"2013-03-14";"1979-02-09"
14999072;"DRAINVILLE";"Italy";"Female";"0";"1";58425.94;"2013-12-24";"2015-06-22";"1968-04-13"
14999265;"FISHMAN";"Germany";"Female";"1";"1";126849.83;"2012-05-08";"2016-01-04";"1967-02-05"
15000454;"CONAWAY";"Italy";"Female";"0";"1";129391.38;"2013-11-14";"2016-11-25";"1967-01-06"
15000557;"DIBLE";"Germany";"Male";"0";"1";32967.91;"2012-11-29";"2013-03-02";"1970-07-19"
15000648;"FULLMER";"Italy";"Female";"0";"0";127105.5;"2019-11-12";"";"1989-04-02"
15000937;"DOWNIE";"Italy";"Female";"1";"1";128646.87;"2019-11-14";"";"2001-09-12"
15002802;"VOST";"France";"Female";"1";"1";80635.1;"2014-04-29";"2015-02-03";"1968-01-08"
15005433;"DELUCIA";"Germany";"Female";"0";"0";81957.65;"2019-08-25";"";"1984-01-26"
15006114;"CARPINELLI";"France";"Male";"1";"1";73677.42;"2013-08-07";"2015-06-28";"1983-12-19"
15007816;"PRISOC";"Germany";"Female";"1";"1";98888.54;"2013-08-21";"2017-04-11";"1955-04-16"
15007857;"VALENZULA";"Spain";"Male";"1";"1";117920.62;"2014-11-12";"2017-10-12";"1978-01-28"
15007886;"ROTHMANN";"Italy";"Male";"0";"1";70812.77;"2018-08-06";"";"1981-03-09"
15009002;"GREENER";"France";"Male";"0";"0";190237.38;"2014-03-17";"2016-10-15";"1973-07-30"
15010964;"GALASSI";"France";"Male";"1";"0";141201.92;"2012-08-19";"2013-05-30";"1989-12-25"
15011667;"OZLEY";"Italy";"Female";"1";"1";83949.98;"2018-12-15";"";"1967-11-15"
15011759;"";"Italy";"";"";"";0.0;"2019-06-06";"";""
15011873;"POLCYN";"Germany";"Female";"0";"0";93101.31;"2019-06-20";"";"1977-01-29"
15012296;"BORJA";"Italy";"Male";"0";"0";93303.42;"2013-12-23";"2014-07-26";"1992-08-20"
15014099;"HANNIGAN";"Germany";"Male";"1";"0";144588.54;"2018-01-07";"";"1977-12-02"
15014704;"";"";"";"";"";0.0;"2012-11-23";"2013-05-08";""
15023210;"MEACH";"Italy";"Female";"1";"1";101862.01;"2012-02-22";"2013-10-14";"1950-01-23"
15023227;"PITCHERELLO";"Spain";"Male";"0";"0";140071.02;"2013-09-17";"2016-04-14";"1977-04-14"
15030625;"";"Italy";"";"";"";0.0;"2019-11-23";"";""
15032837;"BRASEL";"Italy";"Female";"1";"0";128769.89;"2013-04-01";"2016-12-10";"1951-12-04"
15033099;"ZAPPIA";"Germany";"Male";"1";"0";63548.52;"2013-12-13";"2014-05-10";"1955-06-07"
15036048;"SAMRAH";"Italy";"Male";"0";"1";101415.0;"2018-09-26";"";"1981-09-07"
15038255;"CHASTINE";"France";"Male";"1";"0";20765.38;"2013-04-16";"2016-11-07";"1982-10-09"
15039660;"WEIRAUCH";"Germany";"Male";"1";"0";131641.88;"2012-09-04";"2016-08-06";"1952-09-26"
15041126;"RINDELS";"Spain";"Female";"0";"0";97483.25;"2014-10-13";"2015-08-04";"1962-04-10"
15041497;"SUMRULD";"France";"Female";"0";"1";77491.79;"2018-08-04";"";"1982-08-23"
15044863;"DANDROW";"Spain";"Female";"0";"0";138544.21;"2018-09-14";"";"1982-11-28"
15046521;"LASKOWITZ";"Germany";"Female";"0";"1";111669.22;"2014-11-27";"2015-10-30";"1986-07-05"
15050446;"HESSIAN";"Germany";"Female";"1";"0";74086.92;"2017-12-17";"";"1971-05-18"
15056044;"FEGETT";"Italy";"Male";"1";"0";0.0;"2018-03-19";"";"1982-05-26"
15056510;"FEEHERY";"France";"Female";"0";"1";149682.2;"2014-10-13";"2016-09-07";"1967-12-12"
15057172;"DANTONI";"Italy";"Male";"0";"1";123859.93;"2013-03-30";"2015-09-03";"1980-03-03"
15057984;"RAMNARINE";"France";"Female";"1";"1";5199.01;"2018-10-25";"2019-08-26";"1988-12-22"
15058648;"MCGEORGE";"Spain";"Male";"1";"1";192824.27;"2013-07-24";"2014-04-16";"1963-05-26"
15059875;"WILDT";"Germany";"Male";"0";"0";88082.63;"2012-02-27";"2014-02-13";"1992-10-02"
15060975;"BOSSON";"France";"Female";"0";"1";105318.93;"2013-10-29";"2016-09-12";"1975-12-12"
15062940;"TUN";"Germany";"Female";"0";"1";23476.92;"2019-03-23";"";"1968-08-05"
15063673;"CHENEY";"France";"Male";"0";"0";166526.13;"2019-01-14";"";"1995-05-30"
15064896;"ELLINGHAM";"Italy";"Male";"0";"1";42676.95;"2014-01-30";"2017-04-14";"1973-07-16"
15066889;"VANDERSLICE";"Germany";"Female";"1";"1";31436.76;"2013-10-30";"2016-10-18";"1981-11-26"
15068225;"";"";"";"";"";0.0;"2018-10-27";"2019-10-12";""
15069293;"VENDITTO";"Italy";"Male";"1";"0";168847.14;"2019-06-19";"";"1990-10-27"
15070762;"";"";"";"";"";0.0;"2013-08-09";"2015-03-09";""
15074298;"CUFFY";"Italy";"Female";"1";"0";169509.69;"2013-02-17";"2016-04-09";"1967-05-02"
15074653;"KEACH";"France";"Male";"1";"1";192299.03;"2013-02-19";"2014-06-02";"1965-12-20"
15075735;"MCCOLLEY";"Spain";"Female";"1";"1";120155.96;"2014-11-04";"2018-03-20";"1980-01-26"
15076543;"WYNNE";"Spain";"Male";"1";"1";37391.71;"2019-08-01";"";"1991-09-05"
15076799;"CARAWAY";"France";"Male";"1";"0";39583.37;"2012-11-05";"2016-04-15";"1971-12-03"
15079839;"FEURTADO";"France";"Female";"0";"1";132536.33;"2018-04-24";"2018-07-27";"1980-11-28"
15080591;"LEIFER";"Italy";"Male";"1";"0";91644.9;"2019-02-03";"";"1993-03-23"
15081069;"CAGNEY";"Spain";"Male";"1";"0";122342.93;"2013-04-15";"2015-02-22";"1995-03-21"
15082730;"SENEKER";"Germany";"Male";"1";"0";120071.16;"2012-10-05";"2013-11-12";"1979-06-08"
15090709;"DEFONCE";"Germany";"Male";"1";"1";107298.05;"2018-09-02";"";"1999-11-05"
15091287;"KOKKO";"Spain";"Female";"1";"0";62016.95;"2014-02-21";"2014-12-15";"1967-04-13"
15094098;"GLASSER";"Spain";"Male";"1";"0";42586.23;"2013-03-15";"2014-10-05";"1963-04-29"
15094407;"BALDELLI";"France";"Female";"0";"1";168341.82;"2013-10-09";"2016-10-31";"1978-02-21"
15096110;"STEMPLE";"Italy";"Female";"0";"0";138885.71;"2018-03-23";"";"1990-07-25"
15096725;"";"";"";"";"";0.0;"2013-03-03";"2015-04-29";""
15097723;"NIGHTINGALE";"Germany";"Male";"0";"1";39287.85;"2019-05-13";"";"1981-07-24"
15098380;"BARBARITO";"Spain";"Male";"1";"1";130158.97;"2019-03-01";"2019-08-09";"1986-03-29"
15098945;"DAIZ";"France";"Female";"0";"1";71798.72;"2018-03-04";"";"1972-09-06"
15102940;"LEIBY";"France";"Female";"1";"0";22527.82;"2013-12-29";"2017-12-05";"1962-03-28"
15103307;"PIGNATELLI";"Germany";"Female";"0";"1";23187.96;"2014-02-26";"2017-07-09";"1962-03-27"
15103801;"BASHOR";"Spain";"Male";"1";"1";88128.08;"2014-07-28";"2018-07-02";"1965-04-03"
15104210;"HAGA";"Spain";"Female";"1";"0";79783.29;"2013-02-18";"2015-07-02";"1970-08-19"
15105968;"MEELER";"Italy";"Female";"1";"1";49164.51;"2013-07-28";"2015-04-17";"1995-03-04"
15107783;"NEGBENEBOR";"Spain";"Female";"0";"1";32835.07;"2012-05-07";"2015-01-29";"1970-10-10"
15112314;"FASCI";"Spain";"Male";"0";"1";56055.39;"2013-07-11";"2014-11-29";"1962-05-15"
15114070;"RADAKER";"Italy";"Female";"0";"0";171316.4;"2019-03-29";"2019-11-15";"1967-11-22"
15115306;"RUTHERFORD";"Spain";"Female";"0";"0";157322.41;"2014-09-17";"2017-08-06";"1961-06-29"
15117867;"WILDERMUTH";"Spain";"Male";"0";"1";36125.96;"2013-04-21";"2013-10-13";"1953-10-07"
15119035;"ROZZELL";"Italy";"Female";"1";"1";0.0;"2014-08-15";"2015-06-30";"1981-11-28"
15120764;"ESMOND";"France";"Male";"1";"1";33946.12;"2013-12-01";"2016-06-17";"1974-09-18"
15121351;"CHISMAN";"Italy";"Female";"1";"0";198059.23;"2018-11-11";"2019-06-19";"1970-05-05"
15121811;"OLIVERIO";"Spain";"Male";"1";"1";14571.92;"2013-06-19";"2016-10-26";"1956-07-25"
15124848;"SIMONETTY";"Italy";"Male";"0";"0";66649.33;"2014-01-21";"2017-10-28";"1980-08-29"
15126672;"FITZSIMMONS";"Spain";"Male";"1";"0";156689.12;"2012-07-17";"2016-03-13";"1965-05-11"
15127932;"SONSTROEM";"Italy";"Male";"0";"0";46456.96;"2013-10-15";"2014-06-26";"1985-01-13"
15130083;"TREFTZ";"France";"Male";"0";"1";0.0;"2013-01-21";"2015-03-23";"1957-06-20"
15130886;"VIELMA";"Italy";"Female";"1";"0";139137.27;"2013-07-08";"2017-01-09";"1972-09-20"
15131336;"";"";"";"";"";0.0;"2012-06-12";"2015-03-20";""
15136863;"TEALL";"Italy";"Female";"1";"0";124307.88;"2018-01-18";"";"1982-04-03"
15143390;"SCHOENLEBER";"Germany";"Male";"0";"0";203613.8;"2012-05-13";"2016-02-23";"1985-12-24"
15143654;"KET";"France";"Male";"1";"1";223073.02;"2013-10-26";"2014-09-26";"1945-02-16"
15143719;"MADNICK";"Italy";"Male";"1";"1";146877.37;"2014-11-30";"2016-01-13";"1964-12-22"
15145659;"";"";"";"";"";0.0;"2013-11-30";"2015-12-09";""
15145958;"ELLINGER";"Germany";"Female";"0";"1";91984.72;"2014-12-01";"2018-07-29";"1973-09-04"
15146549;"WIEGARD";"Italy";"Male";"1";"1";60630.7;"2014-06-03";"2017-05-21";"1969-10-06"
15148043;"SKEVOFILAKAS";"France";"Male";"1";"1";127843.97;"2014-07-23";"2016-01-30";"1976-04-08"
15148621;"HOLMAN";"Spain";"Female";"0";"1";18191.66;"2013-04-29";"2017-04-08";"1976-08-14"
15148874;"VIZCARRA";"Spain";"Female";"1";"0";0.0;"2012-09-14";"2016-02-27";"1960-04-13"
15149907;"DETTORRE";"Spain";"Male";"1";"0";111625.82;"2019-08-01";"";"1989-05-10"
15160116;"MOTEN";"Spain";"Female";"1";"1";0.0;"2013-03-16";"2015-11-30";"1995-02-11"
15161967;"SAKODA";"Spain";"Male";"0";"1";0.0;"2014-12-09";"2017-01-11";"1984-06-25"
15164774;"KLIPFEL";"France";"Female";"1";"0";69118.69;"2018-12-14";"";"1961-02-28"
15164837;"METCALFE";"France";"Male";"1";"1";1476.24;"2019-06-06";"";"1984-10-07"
15165134;"GITTO";"Italy";"Male";"0";"0";49478.61;"2018-06-14";"";"1983-10-11"
15165144;"FLAMING";"France";"Female";"1";"1";248729.97;"2013-03-25";"2017-01-11";"1972-01-27"
15165257;"KNAVEL";"France";"Male";"0";"1";39667.59;"2012-03-16";"2015-09-26";"1970-08-02"
15165393;"LABIANCA";"Spain";"Male";"1";"1";2612.65;"2018-02-22";"2019-06-11";"1974-07-11"
15166345;"ESCHENBACH";"Spain";"Male";"1";"0";99029.31;"2013-09-06";"2015-04-10";"1951-06-27"
15166406;"LEAVENWORTH";"France";"Male";"1";"0";61650.81;"2013-11-10";"2016-02-27";"1972-02-29"
15166500;"FOBBS";"Italy";"Male";"1";"1";39721.66;"2018-09-28";"";"1981-12-10"
15168635;"DYALS";"France";"Female";"0";"0";145706.73;"2013-05-01";"2014-05-31";"1960-10-31"
15169011;"IZZI";"Spain";"Male";"0";"0";116555.3;"2012-08-01";"2015-10-29";"1975-04-27"
15169682;"AKLEY";"France";"Male";"0";"1";8235.14;"2018-08-09";"";"1986-06-09"
15170502;"LANDRUM";"Italy";"Male";"0";"0";93179.2;"2018-05-15";"";"1968-03-25"
15171146;"GUGGENHEIM";"France";"Female";"1";"0";162396.31;"2018-06-19";"2018-12-16";"1990-09-18"
15172776;"SMEBY";"Italy";"Male";"0";"1";43807.29;"2018-11-30";"";"1974-01-09"
15175274;"REAGLE";"Italy";"Male";"1";"1";130591.13;"2014-06-28";"2014-11-20";"1985-05-19"
15175654;"LOCHEN";"Italy";"Male";"0";"0";146852.27;"2018-01-12";"2018-11-07";"1986-04-05"
15175709;"FEDALEN";"Germany";"Male";"1";"0";151966.49;"2013-03-23";"2015-02-10";"1977-09-30"
15176322;"SELLERS";"Spain";"Male";"0";"1";137130.76;"2012-11-28";"2016-09-30";"1980-10-31"
15178076;"MATKO";"Italy";"Female";"1";"1";75107.66;"2013-07-27";"2017-07-15";"1986-06-06"
15179597;"KORDIAK";"Germany";"Female";"0";"0";105293.87;"2018-10-06";"";"1969-12-09"
15181541;"DARNICK";"France";"Female";"0";"1";160119.44;"2018-08-07";"";"1972-05-11"
15181893;"MOAKE";"Spain";"Male";"0";"1";85565.98;"2018-06-03";"2019-06-03";"1979-12-07"
15182080;"ROLLEFSON";"Italy";"Male";"0";"1";118440.6;"2014-08-19";"2016-08-31";"1961-09-16"
15186082;"LOOSLE";"Spain";"Female";"0";"0";76327.16;"2014-06-23";"2018-02-12";"1980-07-12"
15189261;"LAFEVRE";"France";"Male";"1";"1";107466.68;"2013-03-11";"2013-11-25";"1975-10-30"
15198754;"COSLETT";"France";"Male";"0";"0";120870.99;"2018-04-13";"2018-08-04";"1985-09-12"
15199930;"CANUPP";"Germany";"Male";"0";"0";122861.9;"2013-06-13";"2015-01-21";"1966-01-18"
15202240;"MARRAPESE";"Italy";"Female";"0";"0";21770.75;"2018-05-15";"";"1986-10-12"
15203045;"KESS";"Italy";"Female";"0";"0";102577.71;"2018-09-11";"";"1983-02-16"
15203612;"SIMILIEN";"Spain";"Female";"1";"1";7978.64;"2018-08-19";"";"1981-02-06"
15204192;"GONNERMAN";"Spain";"Male";"0";"0";62612.83;"2013-07-28";"2014-11-18";"1974-09-23"
15204602;"MARKO";"France";"Male";"0";"0";154151.58;"2012-04-19";"2015-12-11";"1958-11-12"
15206451;"RINCONES";"Germany";"Female";"1";"1";225358.3;"2012-05-18";"2015-09-01";"1990-03-12"
15207595;"";"";"";"";"";0.0;"2018-10-15";"";""
15211587;"DELETTRE";"Spain";"Female";"1";"1";2155.47;"2019-06-22";"";"1971-04-10"
15213169;"VOLINSKY";"Germany";"Male";"0";"1";74348.06;"2012-05-03";"2016-04-04";"1964-11-16"
15213939;"THAIN";"Italy";"Male";"1";"0";160001.94;"2012-04-13";"2012-07-19";"1965-03-08"
15214047;"CONNERY";"France";"Female";"1";"0";135246.9;"2012-10-25";"2015-11-25";"1972-05-12"
15214706;"";"";"";"";"";0.0;"2019-10-04";"";""
15215455;"PEETERS";"Italy";"Female";"0";"1";80895.73;"2019-05-16";"";"1999-10-14"
15215571;"XIMENEZ";"Germany";"Male";"0";"1";91355.99;"2013-09-07";"2016-04-28";"1993-03-22"
15219000;"TRAUTWEIN";"Spain";"Male";"1";"0";83819.19;"2018-03-13";"";"1982-10-05"
15221205;"DIMARZIO";"Germany";"Male";"0";"1";90608.58;"2013-09-19";"2014-01-31";"1976-05-03"
15228566;"";"";"";"";"";0.0;"2012-12-19";"2014-08-22";""
15228580;"PASKERT";"France";"Female";"1";"1";137480.0;"2018-08-06";"";"1962-04-27"
15228959;"BUTCHEE";"France";"Male";"0";"1";246312.5;"2014-03-02";"2018-02-22";"1966-08-20"
15232024;"TSUNODA";"France";"Male";"1";"1";120142.08;"2012-04-28";"2014-07-01";"1965-02-14"
15234272;"PROM";"Spain";"Male";"1";"1";12607.07;"2013-10-26";"2017-09-06";"1976-09-16"
15236136;"STOHLER";"Germany";"Male";"0";"1";150972.14;"2014-03-04";"2017-05-07";"1978-07-16"
15236263;"KILE";"Germany";"Male";"0";"0";35462.04;"2018-10-02";"";"1974-05-19"
15236977;"BRAMER";"Germany";"Male";"0";"1";86699.93;"2019-01-11";"2019-09-25";"1982-12-04"
15237387;"DEVAUGHAN";"Spain";"Male";"1";"0";42229.06;"2018-08-06";"2019-11-01";"1985-08-24"
15237415;"RUBSAM";"Germany";"Male";"1";"1";130086.15;"2019-09-14";"";"1955-06-30"
15237795;"HUHMAN";"Germany";"Female";"1";"1";37464.29;"2018-04-02";"2019-06-21";"1991-02-14"
15242517;"GRIMS";"France";"Male";"0";"1";45392.12;"2017-12-22";"";"1993-11-21"
15242909;"KRAUSE";"Germany";"Female";"1";"1";81080.8;"2019-02-02";"2019-06-18";"1960-12-15"
15243147;"CULLAR";"France";"Male";"0";"1";0.0;"2018-03-28";"";"1972-05-26"
15243924;"";"";"";"";"";0.0;"2014-10-25";"2017-12-14";""
15246748;"HOEFEL";"Italy";"Male";"1";"0";84152.26;"2018-11-09";"";"1994-08-14"
15247655;"FORTUNATO";"Spain";"Male";"1";"0";45379.12;"2013-02-01";"2014-05-23";"1981-07-14"
15249782;"SCHARFENBERG";"Italy";"Female";"0";"1";68431.19;"2014-08-26";"2016-10-29";"1971-03-10"
15250574;"";"";"";"";"";0.0;"2013-02-17";"2015-01-27";""
15253288;"YEPES";"Germany";"Female";"1";"1";66676.43;"2013-06-03";"2016-05-13";"1987-10-22"
15253312;"DAGER";"Germany";"Male";"1";"1";113189.13;"2014-12-22";"2016-02-12";"1996-11-11"
15255360;"GONZALOS";"Spain";"Male";"0";"1";90423.91;"2013-05-02";"2014-05-02";"1970-02-08"
15257007;"STUDLEY";"Spain";"Male";"0";"1";138848.85;"2019-11-08";"";"1980-12-02"
15259858;"AXELRAD";"Spain";"Male";"1";"1";195610.34;"2018-09-04";"";"1980-08-13"
15261844;"WITTY";"Spain";"Female";"1";"0";181954.29;"2012-11-27";"2014-09-11";"1982-11-05"
15265493;"CONTRERRAS";"Germany";"Female";"0";"0";73170.06;"2012-04-09";"2013-01-23";"1983-12-06"
15265986;"ERLANDSON";"Spain";"Male";"0";"1";139125.8;"2013-03-10";"2014-03-18";"1962-09-01"
15266196;"SLODYSKO";"Germany";"Female";"0";"1";134385.05;"2013-08-17";"2014-02-08";"1962-09-29"
15266659;"ESTACION";"Spain";"Female";"1";"0";57326.05;"2019-06-16";"";"1981-10-28"
15272348;"GACKE";"France";"Female";"1";"1";72834.62;"2014-07-14";"2018-01-25";"1968-09-16"
15273835;"BOLF";"France";"Female";"0";"0";158117.52;"2018-03-13";"";"1969-11-22"
15274858;"MCKENIZE";"France";"Female";"0";"0";102860.77;"2012-11-14";"2016-09-02";"1969-10-09"
15274983;"RONIN";"Germany";"Female";"1";"0";77517.02;"2012-05-01";"2013-08-12";"1967-08-13"
15276379;"PEFFERS";"Spain";"Female";"0";"1";30632.31;"2013-11-11";"2016-06-14";"1959-06-14"
15277049;"ARVESEN";"Germany";"Female";"1";"0";125623.42;"2018-12-07";"";"1968-08-18"
15277436;"CAMERENA";"Italy";"Female";"1";"1";42492.69;"2018-12-08";"";"2000-07-28"
15279524;"PERRILL";"Italy";"Male";"0";"1";78112.15;"2014-02-07";"2014-11-26";"1972-12-18"
15281719;"TOUSSAINT";"Germany";"Male";"1";"1";103775.84;"2014-05-09";"2015-06-06";"1960-03-10"
15282387;"STICKER";"Germany";"Female";"0";"0";170482.92;"2012-08-31";"2014-06-16";"1965-01-07"
15283550;"LOVORN";"France";"Male";"0";"1";66595.5;"2014-03-29";"2016-07-03";"1971-05-15"
15285207;"DEFEO";"Italy";"Female";"1";"0";144075.31;"2019-02-27";"";"1981-11-03"
15285847;"KEBEDE";"Italy";"Male";"1";"0";81207.89;"2013-05-27";"2014-08-08";"1983-02-07"
15286268;"TATARIS";"Spain";"Female";"0";"1";102553.94;"2013-04-10";"2014-02-28";"1994-08-30"
15288895;"VENZEIO";"Italy";"Female";"0";"1";82548.79;"2012-02-15";"2013-11-15";"1973-11-03"
15289666;"NAHRWOLD";"Spain";"Male";"1";"1";135867.56;"2019-05-22";"";"1977-10-31"
15296514;"KIPPLE";"Italy";"Female";"1";"0";132697.0;"2012-11-09";"2014-04-18";"1968-02-17"
15296717;"WENDLING";"Italy";"Male";"1";"0";191089.79;"2018-11-10";"";"1966-10-22"
15300679;"GWALTHNEY";"France";"Female";"0";"0";114310.17;"2014-02-01";"2014-12-22";"1974-09-02"
15303687;"BROUK";"Germany";"Female";"1";"1";7702.2;"2012-03-14";"2013-05-14";"1979-11-26"
15304566;"SMIT";"Germany";"Male";"0";"1";87872.53;"2012-05-25";"2013-06-25";"1955-08-24"
15304785;"STAVINOHA";"Spain";"Female";"1";"1";132174.48;"2013-12-21";"2016-10-06";"1976-08-12"
15307801;"RATACZAK";"Germany";"Female";"1";"0";210463.92;"2012-07-17";"2015-06-28";"1965-08-12"
15312811;"NEUHOFF";"Italy";"Male";"0";"0";103033.98;"2018-09-11";"";"1981-05-25"
15313472;"SUMMEROUR";"Germany";"Male";"0";"0";60269.82;"2019-09-12";"";"1965-06-26"
15313679;"";"";"";"";"";0.0;"2012-11-07";"2015-05-13";""
15315329;"EXNER";"France";"Male";"0";"0";109594.46;"2019-09-26";"";"1978-12-17"
15315354;"PILANT";"France";"Female";"1";"1";153084.53;"2019-11-29";"";"1979-06-03"
15316345;"FICEK";"France";"Female";"1";"1";110494.32;"2013-11-26";"2017-03-07";"1992-10-09"
15317377;"TEETER";"France";"Female";"1";"0";69144.35;"2019-08-18";"";"1968-01-27"
15317434;"MARANDO";"Italy";"Male";"0";"1";103985.64;"2018-09-15";"";"1986-12-11"
15317989;"BIELIK";"France";"Female";"1";"0";85664.81;"2013-08-29";"2017-06-11";"1968-06-03"
15319580;"CHAMPOUX";"France";"Female";"1";"0";78035.54;"2014-03-07";"2014-06-07";"1963-08-08"
15320174;"TINDAL";"Italy";"Male";"0";"0";171030.05;"2013-01-03";"2016-08-23";"1961-05-03"
15322525;"CZAPSKI";"France";"Female";"0";"1";103524.41;"2013-06-10";"2014-06-11";"1990-01-15"
15322918;"HARTILL";"France";"Female";"1";"0";30889.49;"2012-03-01";"2014-09-30";"1974-11-14"
15325343;"";"";"";"";"";0.0;"2018-11-16";"";""
